Time_Sec,Fluorescence
0,0.396321
20,-0.0731683
40,-0.121199
60,-0.146083
80,-0.147719
100,-0.151916
120,-0.155352
140,-0.161507
160,-0.16765
180,-0.152715
200,-0.133368
220,-0.157543
240,-0.142776
260,-0.161271
280,-0.152117
300,-0.154057
320,-0.146853
340,-0.135299
360,-0.134175
380,-0.147769
400,-0.124525
420,-0.144358
440,-0.138133
460,-0.124659
480,-0.137681
500,-0.129031
520,-0.123337
540,-0.11483
560,-0.108902
580,-0.122882
600,-0.0940837
